EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.API_GRAVITY,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.AVERAGE_LOW_PRESSURE,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_ACQUIRED,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_DIVESTED,EF_W_FACILITY_OVERVIEW.WELLS_COMPLETED,EF_W_FACILITY_OVERVIEW.WELL_REMOVED_FROM_PRODUCTION,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.CO2_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_HANDLED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_OIL_HANDLED,EF_W_FACILITY_OVERVIEW.FRACTIONATE_NGL,EF_W_FACILITY_OVERVIEW.NUMBER_OF_COMPRESSORS,EF_W_FACILITY_OVERVIEW.COMPRESSOR_POWER_RATING,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_INJECTED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.TOTAL_STORAGE_CAPACITY,EF_W_FACILITY_OVERVIEW.QUANTITY_IMPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_EXPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_RECEIVED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_DELIVERED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_TRANSFERRED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_CONSUMED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_STOLEN,EF_W_FACILITY_OVERVIEW.QUANT_GAS_TRANSPORTED_GB,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_RECD,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_TRANS,EF_W_FACILITY_OVERVIEW.US_STATE,EF_W_FACILITY_OVERVIEW.MILES_OF_TRANS_PIPE,EF_W_FACILITY_OVERVIEW.MISSING_DATA_PROC_USED
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BLAINE  OK (11),Other tight reservoir rock,360 - BLAINE  OK (11) - Other tight reservoir rock,,,,13,0,0,0,0,.94678,.00773,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BLAINE  OK (11),Shale gas,360 - BLAINE  OK (11) - Shale gas,,,,89,0,0,0,0,.85464,.00624,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CADDO  OK (15),High permeability gas,360 - CADDO  OK (15) - High permeability gas,,,,15,0,0,0,1,.86188,.01503,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CADDO  OK (15),Oil,360 - CADDO  OK (15) - Oil,10.5307712,4.2624421,53.4,3,0,0,0,0,.66822,.00886,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CADDO  OK (15),Other tight reservoir rock,360 - CADDO  OK (15) - Other tight reservoir rock,,,,2,0,0,0,0,.97211,.01012,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CADDO  OK (15),Shale gas,360 - CADDO  OK (15) - Shale gas,,,,22,0,0,0,0,.97211,.01012,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CANADIAN  OK (17),High permeability gas,360 - CANADIAN  OK (17) - High permeability gas,,,,19,0,0,0,0,.83234,.00521,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CANADIAN  OK (17),Oil,360 - CANADIAN  OK (17) - Oil,30.441728,257.4842967,119.1,130,0,0,0,0,.73019,.00659,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CANADIAN  OK (17),Other tight reservoir rock,360 - CANADIAN  OK (17) - Other tight reservoir rock,,,,11,0,0,0,0,.80234,.00551,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CANADIAN  OK (17),Shale gas,360 - CANADIAN  OK (17) - Shale gas,,,,281,0,0,0,0,.755065,.004395,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CUSTER  OK (39),High permeability gas,360 - CUSTER  OK (39) - High permeability gas,,,,9,0,0,0,0,.78418,.00592,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CUSTER  OK (39),Oil,360 - CUSTER  OK (39) - Oil,11.0226948,.0158036,80,0,0,0,0,0,.79918,.0064,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CUSTER  OK (39),Shale gas,360 - CUSTER  OK (39) - Shale gas,,,,1,0,0,0,0,.93446,.00909,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DEWEY  OK (43),Oil,360 - DEWEY  OK (43) - Oil,33.98,14.255,160.9,0,0,0,0,0,.83039,.00821,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DEWEY  OK (43),Shale gas,360 - DEWEY  OK (43) - Shale gas,,,,20,0,0,0,0,.90783,.01038,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GRADY  OK (51),High permeability gas,360 - GRADY  OK (51) - High permeability gas,,,,2,0,0,0,0,.86188,.01503,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GRADY  OK (51),Oil,360 - GRADY  OK (51) - Oil,19.3838166,50.2562933,38.9,1,0,0,0,0,.79364,.007935,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GRADY  OK (51),Shale gas,360 - GRADY  OK (51) - Shale gas,,,,2,0,0,0,0,.79867,.0076,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KINGFISHER  OK (73),High permeability gas,360 - KINGFISHER  OK (73) - High permeability gas,,,,0,0,0,0,0,.83234,.00524,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KINGFISHER  OK (73),Oil,360 - KINGFISHER  OK (73) - Oil,21.2867328,13.7399907,96.1,132,0,0,4,0,.73019,.00659,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KINGFISHER  OK (73),Other tight reservoir rock,360 - KINGFISHER  OK (73) - Other tight reservoir rock,,,,0,0,0,0,0,.83234,.00521,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KINGFISHER  OK (73),Shale gas,360 - KINGFISHER  OK (73) - Shale gas,,,,0,0,0,0,0,.80234,.00551,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOODWARD  OK (153),Oil,360 - WOODWARD  OK (153) - Oil,7.8101813,11.9349295,116.7,3,0,0,0,0,.91306,.00615,,,,,,,,,,,,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOODWARD  OK (153),Other tight reservoir rock,360 - WOODWARD  OK (153) - Other tight reservoir rock,,,,0,0,0,0,0,.87166,.03189,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DENTON  TX (121),High permeability gas,420 - DENTON  TX (121) - High permeability gas,,,,14,0,0,0,0,.75658,.03068,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DENTON  TX (121),Oil,420 - DENTON  TX (121) - Oil,3.4421672,2138.1163024,75,5,0,0,0,0,.88407,.02099,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DENTON  TX (121),Shale gas,420 - DENTON  TX (121) - Shale gas,,,,1361,0,0,0,0,.9225,.02614,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,JACK  TX (237),Shale gas,420 - JACK  TX (237) - Shale gas,,,,0,0,0,0,0,.72105,.00525,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PARKER  TX (367),High permeability gas,420 - PARKER  TX (367) - High permeability gas,,,,12,0,0,0,0,.84844,.00509,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PARKER  TX (367),Oil,420 - PARKER  TX (367) - Oil,1.6666667,1314.0297174,93.5,2,0,0,0,0,.77641,.00601,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PARKER  TX (367),Shale gas,420 - PARKER  TX (367) - Shale gas,,,,105,0,0,0,0,.78139,.00498,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WISE  TX (497),High permeability gas,420 - WISE  TX (497) - High permeability gas,,,,273,0,0,0,1,.84716,.00718,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WISE  TX (497),Oil,420 - WISE  TX (497) - Oil,6.1271312,244.6498231,82,29,0,0,0,0,.79048,0,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WISE  TX (497),Other tight reservoir rock,420 - WISE  TX (497) - Other tight reservoir rock,,,,130,0,0,0,2,.81173,.01402,,,,,,,,,,,,,,,,,,,,,,,,,
420 Fort Worth Syncline BKV,1008289,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WISE  TX (497),Shale gas,420 - WISE  TX (497) - Shale gas,,,,1566,0,0,0,3,.80811,.01595,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,EDDY  NM (15),High permeability gas,430 - EDDY  NM (15) - High permeability gas,,,,34,0,22,0,1,.94948,.01005,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,EDDY  NM (15),Oil,430 - EDDY  NM (15) - Oil,22.2854231,50.89707,16.2,538,0,30,40,4,.6954,.03084,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,EDDY  NM (15),Other tight reservoir rock,430 - EDDY  NM (15) - Other tight reservoir rock,,,,9,0,0,0,0,.51468,.0238,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,EDDY  NM (15),Shale gas,430 - EDDY  NM (15) - Shale gas,,,,3,0,0,1,0,.916342,.00337,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEA  NM (25),High permeability gas,430 - LEA  NM (25) - High permeability gas,,,,18,0,0,0,1,.709909,.006369,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEA  NM (25),Oil,430 - LEA  NM (25) - Oil,21.7744763,8.1960582,9.4,418,0,2,69,2,.70868,.002,,,,,,,,,,,,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEA  NM (25),Other tight reservoir rock,430 - LEA  NM (25) - Other tight reservoir rock,,,,2,0,0,0,0,.718651,.001809,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ATASCOSA  TX (13),Oil,220 - ATASCOSA  TX (13) - Oil,47.82,1369.1646168,29.8,319,0,0,11,0,.69107,.01958,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DE WITT  TX (123),Oil,220 - DE WITT  TX (123) - Oil,57,7793.651731,30,18,0,0,0,0,.75209,.0151,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DE WITT  TX (123),Shale Gas,220 - DE WITT  TX (123) - Shale Gas,,,,13,0,0,0,0,.76802,.01502,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GONZALES  TX (177),Oil,220 - GONZALES  TX (177) - Oil,43.01,829.27,30,133,0,0,13,0,.72519,.01559,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KARNES  TX (255),Oil,220 - KARNES  TX (255) - Oil,46.44,2647.2029106,30,723,0,2,37,0,.70506,.02483,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KARNES  TX (255),Shale Gas,220 - KARNES  TX (255) - Shale Gas,,,,480,0,0,24,0,.71651,.02076,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LAVACA  TX (285),Oil,220 - LAVACA  TX (285) - Oil,49,5038.04,30,4,0,0,0,0,.68968,.02,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LAVACA  TX (285),Shale Gas,220 - LAVACA  TX (285) - Shale Gas,,,,9,0,0,2,0,.75953,.0196,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LIVE OAK  TX (297),Oil,220 - LIVE OAK  TX (297) - Oil,49,3479.85,30,110,0,0,0,0,.70576,.01824,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LIVE OAK  TX (297),Shale Gas,220 - LIVE OAK  TX (297) - Shale Gas,,,,61,0,0,0,0,.72814,.02441,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MC MULLEN  TX (311),Oil,220 - MC MULLEN  TX (311) - Oil,51,896.83,30,37,0,0,0,0,.69021,.02181,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RAPIDES  LA (79),Oil,220 - RAPIDES  LA (79) - Oil,49.5,7206.72,50,1,0,0,1,0,.77,.02,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GARFIELD  CO (45),Other tight reservoir rock,595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,3657,0,0,29,0,.87,.02,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GARFIELD  CO (45),Shale gas,595 - GARFIELD  CO (45) - Shale gas,,,,390,0,0,5,0,.87,.03,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MESA  CO (77),High permeability gas,595 - MESA  CO (77) - High permeability gas,,,,6,0,0,0,0,.87,.11,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MESA  CO (77),Other tight reservoir rock,595 - MESA  CO (77) - Other tight reservoir rock,,,,51,0,0,0,0,.93,.07,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MESA  CO (77),Shale gas,595 - MESA  CO (77) - Shale gas,,,,25,0,0,0,0,.94,.02,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RIO BLANCO  CO (103),Other tight reservoir rock,595 - RIO BLANCO  CO (103) - Other tight reservoir rock,,,,44,0,0,0,0,.85,.01,,,,,,,,,,,,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RIO BLANCO  CO (103),Shale gas,595 - RIO BLANCO  CO (103) - Shale gas,,,,2,0,0,0,0,.88,.05,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ALCONA  MI (1),Shale gas,305 - ALCONA  MI (1) - Shale gas,,,,115,0,0,0,0,.842,.1505,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ALPENA  MI (7),Shale gas,305 - ALPENA  MI (7) - Shale gas,,,,43,0,0,0,0,.8399,.1589,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ANTRIM  MI (9),Oil,305 - ANTRIM  MI (9) - Oil,38,19.1,20,5,0,0,0,0,.8,.002,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BENZIE  MI (19),Oil,305 - BENZIE  MI (19) - Oil,43,.5,20,9,0,0,0,0,.6678,.0015,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CHEBOYGAN  MI (31),Oil,305 - CHEBOYGAN  MI (31) - Oil,42,.78,20,5,0,0,0,0,.6061,.0005,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CRAWFORD  MI (39),Oil,305 - CRAWFORD  MI (39) - Oil,48,14.29,20,0,0,0,0,0,.7609,.0081,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2020,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GRAND TRAVERSE  MI (55),Oil,305 - GRAND TRAVERSE  MI (55) - Oil,45,3.26,20,58,0,0,0,1,.6968,.0015,,,,,,,,,,,,,,,,,,,,,,,,,
